No.,Commenter Name,Comment Time,Comment Text,Comment URL,Comment ID,Channel ID,Fetched At
19,@Wilfred-c3p,29 minutes ago,"Pagbati po SA ating mahal na tagapangasiwa,happy viewing po mula SA local Ng loakan airport",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugywq2d2D1M67Gld4wx4AaABAg,Ugywq2d2D1M67Gld4wx4AaABAg,UCsJNNQ3V0BK3ktzf5MizWTA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
20,@ambrosioanofojr4444,29 minutes ago,Magandang gabi Benguet! / -Lokal ng Norcar at kadiwa,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzsqtWgYU-xImX-NA94AaABAg,UgzsqtWgYU-xImX-NA94AaABAg,UCQACOM5LJpxnKpV1DM1bwew,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
21,@Lxzaaaaa,30 minutes ago,"Good evening po sa ating lahat, happy watching po from Lokal ng Atok Gold✨🌷",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxIpwLptbn-DIznQPJ4AaABAg,UgxIpwLptbn-DIznQPJ4AaABAg,UC-MTBqslPrXeabiRe4UpQxw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
22,@remarosemaniwag-peg-ang5745,30 minutes ago,Watching from Lokal ng Ambiong😊,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw5NgNo7EJbjR6n33Z4AaABAg,Ugw5NgNo7EJbjR6n33Z4AaABAg,UCG3uj4nm0sVNWam1_BzTv_g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
23,@jaysonpeg-ang2386,30 minutes ago,"GO BENGUET, from lokal ng AMBIONG,push and fight mga kapatid :)",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzjfElpz0XtT2xRjER4AaABAg,UgzjfElpz0XtT2xRjER4AaABAg,UCrzgzEX4kSwGTQVgqRpMuMg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
24,@ValentinBalmonte,31 minutes ago,Happy happg viewing philex benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyAFwGC13oNJ2P0q1l4AaABAg,UgyAFwGC13oNJ2P0q1l4AaABAg,UC3xoaoK2u01Wt-CTyQpm7Cg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
25,@GloriaPrado-j5y,31 minutes ago,Happy watching Benguet go go go,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz442wAcNPkxvb3oQF4AaABAg,Ugz442wAcNPkxvb3oQF4AaABAg,UC64pT5gl9WPFawhOWHlXKzA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
26,@TrexySingle,31 minutes ago,"Hallow po da mga Kapatid loacan antamok mostana po Jan, local ng posos bamabati po",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgztUz5cYozRKQCRRQN4AaABAg,UgztUz5cYozRKQCRRQN4AaABAg,UCE8byCNBs0e8HDIokB08ogA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
27,@khristinerosec.tabelin3847,32 minutes ago,Happy Viewing po from Kalihiman-Lokal ng Ambiong❤🎉,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyU4JJnKu6TJwPa0KJ4AaABAg,UgyU4JJnKu6TJwPa0KJ4AaABAg,UC0l9sh-LyNj5UdDziMecmPA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
28,@GloriaPrado-j5y,32 minutes ago,Go fight go go Benguet 🥰🥰🥰,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyDUfdbKiJVxEjnQ9Z4AaABAg,UgyDUfdbKiJVxEjnQ9Z4AaABAg,UC64pT5gl9WPFawhOWHlXKzA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
29,@remarosemaniwag-peg-ang5745,33 minutes ago,Go Benguet! Lokal ng Ambiong,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwXKyynv2V2JfLrxS94AaABAg,UgwXKyynv2V2JfLrxS94AaABAg,UCG3uj4nm0sVNWam1_BzTv_g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
30,@remarosemaniwag-peg-ang5745,33 minutes ago,Go Benguet! Lokal ng Ambiong,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx4WAjfRfOmrTQiZLJ4AaABAg,Ugx4WAjfRfOmrTQiZLJ4AaABAg,UCG3uj4nm0sVNWam1_BzTv_g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
31,@FrancisLibua,36 minutes ago,Go benguet watching lokal ng Gibraltar.,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzFBTnUg2WOWa5duTB4AaABAg,UgzFBTnUg2WOWa5duTB4AaABAg,UCwDnKZvKVBk6Q0KQ8L4AW0Q,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
32,@evangelinedomingo3096,37 minutes ago,God's Love po......Hi...mga taga City Camp Finance po...,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwUDiGy3-TpndUWJP54AaABAg,UgwUDiGy3-TpndUWJP54AaABAg,UC2N0YT_sTOyNJyLR0SZBDUA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
33,@janemendoza1372,39 minutes ago,Magandang gabi po mga kapatid. / Fr. Lokal ng Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz-BTi1ViuyYrwyCQh4AaABAg,Ugz-BTi1ViuyYrwyCQh4AaABAg,UC9s8J8XMcHsDsVMR4as530g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
34,@efrenbaglao1348,41 minutes ago,Happy viewing po mula po lokal ng irisan Distrito ng Benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxoHEr3XxG_NlNIByB4AaABAg,UgxoHEr3XxG_NlNIByB4AaABAg,UCGhs6JxwtU8u_QhIz-da1mg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
35,@joreygabriel4614,42 minutes ago,Magandang Gabi po sa Lahat! /  / Lokal ng Quezon Hill,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugycgt9awElJw5x_Kn14AaABAg,Ugycgt9awElJw5x_Kn14AaABAg,UCmmfIT6zcuLTFXG4TIra2Sg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
36,@Julskie28,43 minutes ago,Let's Go Benguet ❤ / From KADIWAs of benguet❤ / Lokal ng Guisad,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxrqOSoOdd-fRcsafh4AaABAg,UgxrqOSoOdd-fRcsafh4AaABAg,UC1nz0UiWHV8lyoQdZtJejeg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
37,@jorelgabriel8324,44 minutes ago,Go Benguet! /  / Lokal ng Quezon Hill,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxFR2N6HKCnTYI2zn14AaABAg,UgxFR2N6HKCnTYI2zn14AaABAg,UCBIE7jhUBWUPdWVLZoRrNYA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
38,@efrenbaglao1348,44 minutes ago,Happy viewing po mula po lokal ng irisan Distrito ng Benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxpDYbamJDHZH5dcpZ4AaABAg,UgxpDYbamJDHZH5dcpZ4AaABAg,UCGhs6JxwtU8u_QhIz-da1mg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
39,@almazanrhyndylyn,45 minutes ago,Go Go Go Benguet ❤❤❤ / Laban! Laban! Laban! /  / ❤ Lokal ng Norcar / ❤ Kadiwa / ❤ Ilaw ng Kaligtasan,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxWhzENXxJy3YxeaSV4AaABAg,UgxWhzENXxJy3YxeaSV4AaABAg,UCEoQCNgytnJxjJnAQLSzFeA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
40,@joanamariebaglao6150,45 minutes ago,"Happy viewing po mga kapatid., mula sa lokal ng Irisan Distrito ng Benguet 😇😊❤️",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzlGIqn7e89cE8v7JJ4AaABAg,UgzlGIqn7e89cE8v7JJ4AaABAg,UC-zCvZnuK2qPyWhXnGLIRGw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
41,@henrycaranto2644,45 minutes ago,Lets Go Benguet!!🎉🎉❤❤ /  / I no.1 na ulet natin ❤😊 /  / Pagbati po sa lahat ng KADIWA Officers sa Distrito ng Benguet❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy05-EzLHh92yNLcmF4AaABAg,Ugy05-EzLHh92yNLcmF4AaABAg,UCFilTOy22FklSkBIgwVPVaQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
42,@nonagabriel8139,45 minutes ago,Magandang gabi po sa lahat! /  / Lokal ng Quezon Hill,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxPAiOhK-UMNkHmCaF4AaABAg,UgxPAiOhK-UMNkHmCaF4AaABAg,UC_dkXH53dziGaXnvaMHUMcA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
43,@RomerCosme-c7l,46 minutes ago,"Happy Viewing po mga kapatid, from San Luis - Maulberry gws",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwOKxpG30JmQtKX7Qp4AaABAg,UgwOKxpG30JmQtKX7Qp4AaABAg,UCd7v5vzgdQ6x-rb5AhEgsYA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
44,@almazanrhyndylyn,46 minutes ago,Happy Viewing ❤❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxmYmsYrjxRjsSNXfV4AaABAg,UgxmYmsYrjxRjsSNXfV4AaABAg,UCEoQCNgytnJxjJnAQLSzFeA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
45,@almazanrhyndylyn,46 minutes ago,Lets Go Benguet ❤❤❤❤ /  / ❤ Lokal ng Norcar  / ❤ Kadiwa / ❤ Kaligtasan ng Ilaw,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzbeLb19FpcPPgfS2R4AaABAg,UgzbeLb19FpcPPgfS2R4AaABAg,UCEoQCNgytnJxjJnAQLSzFeA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
46,@jeanietugad4595,46 minutes ago,"Halina mga kapatid,, rewatching po  tayo,, mula sa Atok Gold,, Kalihiman/Registry.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugxmfme7ekXNrTD1hh94AaABAg,Ugxmfme7ekXNrTD1hh94AaABAg,UC4-hT99A9u-aH7hnm5JCSfg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
47,@almazanrhyndylyn,47 minutes ago,Magandang gabi po. Patuloy pong nakikipagkaisa sa panonood at sumusuporta sa ating entry.  /  / FIGHT! FIGHT! FIGHT! / GO BENGUET 🍓🍓🍓 /  / Love and Support from: / ❤ Lokal ng Norcar / ❤ Benguet Kadiwa / ❤ Ilaw ng Kaligtasan,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyVLDipCuxAfHQekI54AaABAg,UgyVLDipCuxAfHQekI54AaABAg,UCEoQCNgytnJxjJnAQLSzFeA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
48,@jeanietugad4595,48 minutes ago,"Pagbati sa lahat,, Happy viewing,, Atok Gold.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzUy7nM6pYOjTP-JgZ4AaABAg,UgzUy7nM6pYOjTP-JgZ4AaABAg,UC4-hT99A9u-aH7hnm5JCSfg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
49,@jeanietugad4595,48 minutes ago,"Sa mga kapatid na Scan,, maligayang panonood,, Atok Gold,, Kalihiman/Registry.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxNg0I7UcqNt0ZeXnV4AaABAg,UgxNg0I7UcqNt0ZeXnV4AaABAg,UC4-hT99A9u-aH7hnm5JCSfg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
50,@ShadeRexzylTelio,49 minutes ago,Happy viewing po mula po sa lokal ng Balakbak-Kibungan Extension Distrito ng Benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwrA2NmT-T22wzW8ld4AaABAg,UgwrA2NmT-T22wzW8ld4AaABAg,UC2h5mwET6YHlEFf-N1vkLMg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
51,@Wilbertpaulino-nb8fm,49 minutes ago,Bantayan and watching from Hillside  / GO BENGUET 🍓🍓🍓 / GO KADIWA❤❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugzzp-oxOjm2msIIjE94AaABAg,Ugzzp-oxOjm2msIIjE94AaABAg,UCWBtQHrKMlD_eK3wi-wWTlQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
52,@jeanietugad4595,50 minutes ago,"Shout out sa lahat ng Maytungkulin,, Kalihiman/Registry,, Atok Gold.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyPz9QSYs-2BLiyo4t4AaABAg,UgyPz9QSYs-2BLiyo4t4AaABAg,UC4-hT99A9u-aH7hnm5JCSfg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
53,@jeanietugad4595,52 minutes ago,"Masayang panonood sa lahat, Atok Gold,, Kalihiman/Registry.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyBPravn_FOefdkNDB4AaABAg,UgyBPravn_FOefdkNDB4AaABAg,UC4-hT99A9u-aH7hnm5JCSfg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
54,@jeanietugad4595,53 minutes ago,"Shout out sa lahat ng Sambahayan,, Kalihiman/Registry,, Atok Gold.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugxzm-puM7ywx2YMLYB4AaABAg,Ugxzm-puM7ywx2YMLYB4AaABAg,UC4-hT99A9u-aH7hnm5JCSfg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
55,@jeanietugad4595,54 minutes ago,"Pagbati sa lahat,, happy watching,, Atok Gold,, Kalihiman/Registry.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyIsaCsjalbQnQlfyt4AaABAg,UgyIsaCsjalbQnQlfyt4AaABAg,UC4-hT99A9u-aH7hnm5JCSfg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
56,@FrederickCorpuz-em4dm,54 minutes ago,"Happy viewing po mula sa local ng buyagan la Trinidad,kasama ang scan at aking mahal na Asawa ka Irene diakonesa at anak cydrick immerson Urbano Corpuz",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy_IJ4_UQzn2Rbq3Il4AaABAg,Ugy_IJ4_UQzn2Rbq3Il4AaABAg,UCA35GiLSKDBTSkbJ4GkEPqA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
57,@ValentinBalmonte,55 minutes ago,watching po mga kapatid philex benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugyp2A-UZarf0Wpn-lF4AaABAg,Ugyp2A-UZarf0Wpn-lF4AaABAg,UC3xoaoK2u01Wt-CTyQpm7Cg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
58,@TinyEnchanters,55 minutes ago,❤❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx03283CTsW83dBEY14AaABAg.AXBXo_M3KNmAXBY4xqr8md,Ugx03283CTsW83dBEY14AaABAg.AXBXo_M3KNmAXBY4xqr8md,UCIYazOuVxb5StkuFYFMoMsg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
59,@BnHydn_2,56 minutes ago,Keep watching mga kapatid 💚  / Mula po sa lokal ng La Trinidad 🎉 / Goo Benguet ♥️  / ¹¹⁰,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwkIgrhGvnTjjFXiJp4AaABAg,UgwkIgrhGvnTjjFXiJp4AaABAg,UCFiIuFtStNyId62JOmMovbw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
60,@CristinaAbalos-jo2vo,58 minutes ago,Muli manood po tayo nakakaaliw happy panonood po mula sa lokal ng aurora hill benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzDEwzG-bLtv3nVpMB4AaABAg,UgzDEwzG-bLtv3nVpMB4AaABAg,UCAKy5dVu0JsBfpLAP46jHAA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
61,@marjjram2564,58 minutes ago,Go KALIHIMAN! GO Registry! Go BENGUET!!! cheers from IRISAN:face-blue-three-eyes:,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx03283CTsW83dBEY14AaABAg,Ugx03283CTsW83dBEY14AaABAg,UCDwjKO298z81OBfpzmclVWw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
62,@marjjram2564,58 minutes ago,Go KALIHIMAN! GO Registry! Go BENGUET!!! cheers from IRISAN:fish-orange-wide-eyes:,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwRU3GExTyQm2WD8y54AaABAg,UgwRU3GExTyQm2WD8y54AaABAg,UCDwjKO298z81OBfpzmclVWw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
63,@marjjram2564,58 minutes ago,Go KALIHIMAN! GO Registry! Go BENGUET!!! cheers from IRISAN:octopus-red-waving:,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwxnKTo8zcPckt8XIV4AaABAg,UgwxnKTo8zcPckt8XIV4AaABAg,UCDwjKO298z81OBfpzmclVWw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
64,@marjjram2564,58 minutes ago,Go KALIHIMAN! GO Registry! Go BENGUET!!! cheers from IRISAN:face-blue-heart-eyes:,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzSJcvQLryLUmtHVgV4AaABAg,UgzSJcvQLryLUmtHVgV4AaABAg,UCDwjKO298z81OBfpzmclVWw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
65,@marjjram2564,58 minutes ago,Go KALIHIMAN! GO Registry! Go BENGUET!!! cheers from IRISAN:person-turqouise-waving:,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwvdJ_Z5rZSWjbrLbt4AaABAg,UgwvdJ_Z5rZSWjbrLbt4AaABAg,UCDwjKO298z81OBfpzmclVWw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
66,@marjjram2564,58 minutes ago,Go KALIHIMAN! GO Registry! Go BENGUET!!! cheers from IRISAN :face-green-smiling:,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy8SdGkg5H7-T4_aah4AaABAg,Ugy8SdGkg5H7-T4_aah4AaABAg,UCDwjKO298z81OBfpzmclVWw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
67,@marjjram2564,59 minutes ago,Go KALIHIMAN! GO Registry! Go BENGUET!!! cheers from IRISAN,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxYpz2cmnwKsYs0slp4AaABAg,UgxYpz2cmnwKsYs0slp4AaABAg,UCDwjKO298z81OBfpzmclVWw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
68,@deliamanuel7634,59 minutes ago,"Go! Go! Go BENGUET from Norcar Kalihiman/Registry, Diakonesa.....",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx8wnSjcBt1-X-WLQ14AaABAg,Ugx8wnSjcBt1-X-WLQ14AaABAg,UCCdUKOFPDUu8k1jR2R7MOdw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
69,@marjjram2564,59 minutes ago,Go KALIHIMAN! GO Registry! Go BENGUET!!!:hand-pink-waving:,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx9v2IQkLyjByjKxz54AaABAg,Ugx9v2IQkLyjByjKxz54AaABAg,UCDwjKO298z81OBfpzmclVWw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
70,@marjjram2564,59 minutes ago,Go KALIHIMAN! GO Registry! Go BENGUET!!!,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyPhBWYeom_ITTU_tp4AaABAg,UgyPhBWYeom_ITTU_tp4AaABAg,UCDwjKO298z81OBfpzmclVWw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
71,@marjjram2564,59 minutes ago,Go KALIHIMAN! GO Registry! Go BENGUET!!!,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzLDar8mbGCveW2mP14AaABAg,UgzLDar8mbGCveW2mP14AaABAg,UCDwjKO298z81OBfpzmclVWw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
